date,time,location,all_aboard,total_fatalities,cause
08/17/1960,2345,Morocco,20,20,Cargo Hold / Cabin / Cockpit Fires
08/24/1960,-1,Greece,3,3,Fuel Starvation
08/29/1960,647,Senegal,63,63,Weather
09/02/1960,1710,Russia,18,18,Sin Dato
09/07/1960,940,Uruguay,31,31,Weather
09/19/1960,602,Islands,94,80,Cargo Hold / Cabin / Cockpit Fires
09/22/1960,1410,Okinawa,29,29,Cargo Hold / Cabin / Cockpit Fires
09/22/1960,-1,Canada,4,3,Cargo Hold / Cabin / Cockpit Fires
09/26/1960,2340,Russia,37,31,Sin Dato
09/28/1960,-1,Mexico,18,8,Weather
09/29/1960,1215,Italy,21,21,Weather
10/04/1960,1740,USA,72,62,Engine Failures
10/14/1960,1550,Italy,11,11,Unknown
10/15/1960,-1,USA,2,2,Sin Dato
10/21/1960,2114,Russia,3,3,Sin Dato
10/28/1960,1139,USA,12,12,Sin Dato
10/29/1960,-1,USA,37,1,Sabotage / Hijacking
10/29/1960,2202,USA,48,22,Engine Failures
11/05/1960,-1,Nepal,4,4,Engine Failures
11/07/1960,-1,Ecuador,37,37,Sin Dato
11/23/1960,1845,Philippines,33,33,Sin Dato
12/04/1960,2253,Russia,14,14,Cargo Hold / Cabin / Cockpit Fires
12/07/1960,-1,Brazil,15,15,Cargo Hold / Cabin / Cockpit Fires
12/11/1960,1950,Argentina,31,31,Pilot Incapacitation
12/16/1960,1033,USA,128,128,Engine Failures
12/17/1960,1410,Germany,20,20,Cargo Hold / Cabin / Cockpit Fires
12/22/1960,1231,Philippines,37,28,Engine Failures
12/26/1960,1942,Russia,17,17,Sin Dato
01/02/1961,-1,Czechoslovakia,10,10,Sin Dato
01/03/1961,740,Finland,25,25,Pilot Incapacitation
01/19/1961,2025,Idlewild,106,4,Cargo Hold / Cabin / Cockpit Fires
01/22/1961,304,Station,22,6,Cargo Hold / Cabin / Cockpit Fires
01/24/1961,1048,Indonesia,21,21,Weather
01/26/1961,330,Newfoundland,23,23,Sin Dato
01/28/1961,1220,USA,6,6,Sin Dato
02/03/1961,2355,Indonesia,26,26,Sin Dato
02/15/1961,1005,Belgium,72,72,Engine Failures
03/09/1961,1500,Venezuela,12,12,Sin Dato
03/25/1961,-1,Brazil,28,23,Sin Dato
03/28/1961,2008,Germany,52,52,Unknown
04/03/1961,2357,Chile,24,24,Unknown
04/18/1961,1810,Kong,15,14,Weather
05/10/1961,112,Algeria,78,78,Cargo Hold / Cabin / Cockpit Fires
05/24/1961,222,USA,22,22,Sin Dato
05/29/1961,1436,Singapore,13,13,Engine Failures
05/30/1961,120,Portugal,61,61,Sin Dato
06/12/1961,411,Egypt,36,20,Sin Dato
06/13/1961,1933,Cameroon,5,5,Cargo Hold / Cabin / Cockpit Fires
06/17/1961,2223,Nigeria,7,1,Sin Dato
06/30/1961,2057,Argentina,35,24,Sin Dato
07/08/1961,1900,Russia,26,9,Fuel Starvation
07/10/1961,1043,Russia,85,1,Sin Dato
07/11/1961,1136,USA,122,17,Cargo Hold / Cabin / Cockpit Fires
07/12/1961,129,Morocco,72,72,Weather
07/19/1961,800,Argentina,67,67,Weather
07/21/1961,211,USA,6,6,Cargo Hold / Cabin / Cockpit Fires
08/06/1961,-1,Hungary,27,27,Sin Dato
08/09/1961,1730,Norway,39,39,Unknown
08/29/1961,1822,Greenland,6,1,Cargo Hold / Cabin / Cockpit Fires
09/01/1961,205,USA,78,78,Cargo Hold / Cabin / Cockpit Fires
09/05/1961,-1,Ethiopia,19,5,Engine Failures
09/06/1961,-1,Brazil,4,4,Sin Dato
09/06/1961,-1,Rica,2,2,Sin Dato
09/10/1961,355,Ireland,83,83,Weather
09/12/1961,2209,Morocco,77,77,Cargo Hold / Cabin / Cockpit Fires
09/17/1961,857,USA,37,37,Sin Dato
09/17/1961,2213,Zambia,16,16,Sabotage / Hijacking
09/23/1961,1802,Turkey,29,28,Sin Dato
10/07/1961,200,France,34,34,Sin Dato
10/10/1961,-1,Libya,37,17,Engine Failures
11/01/1961,1426,Guernsey,10,2,Sin Dato
11/01/1961,215,Brazil,88,45,Pilot Incapacitation
11/08/1961,2124,USA,79,76,Cargo Hold / Cabin / Cockpit Fires
11/11/1961,-1,Rico,3,3,Sin Dato
11/21/1961,1155,Zealand,6,6,Weather
11/22/1961,-1,Zimbabwe,3,3,Engine Failures
11/23/1961,-1,Tomé,35,21,Sin Dato
11/23/1961,540,Brazil,52,52,Pilot Incapacitation
11/30/1961,1925,Australia,15,15,Weather
12/04/1961,1230,Germany,3,3,Sin Dato
12/12/1961,845,Belgium,13,13,Sin Dato
12/15/1961,1100,Nicaragua,2,2,Sin Dato
12/17/1961,1600,Russia,59,59,Engine Failures
12/21/1961,2334,Turkey,34,27,Engine Failures
12/24/1961,1050,USA,5,1,Sin Dato
12/29/1961,-1,Indonesia,14,14,Sin Dato
12/31/1961,1758,Russia,119,32,Sin Dato
01/13/1962,-1,Ethiopia,18,5,Sin Dato
01/22/1962,1516,Bolivia,6,6,Pilot Incapacitation
01/27/1962,1817,Russia,14,13,Engine Failures
02/04/1962,1005,Peru,18,18,Engine Failures
02/25/1962,-1,Venezuela,23,23,Sin Dato
02/25/1962,1435,Colombia,2,2,Engine Failures
03/01/1962,1009,USA,95,95,Sin Dato
03/04/1962,1820,Cameroon,111,111,Cargo Hold / Cabin / Cockpit Fires
03/06/1962,1415,Africa,7,2,Sin Dato
03/08/1962,1730,France,15,15,Sin Dato
03/08/1962,2300,Italy,5,5,Sin Dato
03/08/1962,1743,Turkey,11,11,Sin Dato
03/15/1962,30,Sea,107,107,Sin Dato
03/15/1962,114,USA,7,1,Cargo Hold / Cabin / Cockpit Fires
03/20/1962,2030,Algeria,11,11,Sin Dato
03/27/1962,1745,Cuba,22,22,Sin Dato
04/06/1962,1500,Colombia,31,31,Sin Dato
04/19/1962,-1,Kong,16,15,Weather
04/22/1962,1045,Colombia,40,40,Sin Dato
05/06/1962,1329,UK,18,12,Pilot Incapacitation
05/08/1962,-1,Burma,32,32,Cargo Hold / Cabin / Cockpit Fires
05/09/1962,1930,Brazil,25,23,Sin Dato
05/12/1962,1055,Greenland,21,15,Sin Dato
05/15/1962,-1,Egypt,3,3,Sin Dato
05/17/1962,-1,Kenya,13,13,Sin Dato
05/22/1962,2121,USA,45,45,Sabotage / Hijacking
05/22/1962,1140,Germany,26,26,Sin Dato
05/24/1962,1853,Russia,21,20,Engine Failures
06/03/1962,1235,France,132,130,Sin Dato
06/04/1962,533,Bulgaria,5,5,Engine Failures
06/22/1962,401,Indies,112,112,Sin Dato
06/28/1962,-1,Russia,81,81,Sin Dato
06/30/1962,2053,Russia,84,84,Sin Dato
07/06/1962,1215,Russia,38,11,Cargo Hold / Cabin / Cockpit Fires
07/07/1962,10,India,94,94,Sin Dato
07/09/1962,2342,Italy,6,6,Engine Failures
07/15/1962,-1,Pakistan,3,1,Sin Dato
07/16/1962,-1,India,9,9,Weather
07/19/1962,1545,Thailand,26,26,Sin Dato
07/22/1962,2319,USA,40,27,Cargo Hold / Cabin / Cockpit Fires
07/28/1962,1541,Russia,81,81,Sin Dato
07/30/1962,-1,France,8,4,Sin Dato
08/01/1962,1315,Nepal,10,10,Sin Dato
08/20/1962,2208,Brazil,105,15,Sin Dato
08/23/1962,1557,Colombia,32,20,Pilot Incapacitation
08/24/1962,-1,Peru,9,9,Sin Dato
09/03/1962,1655,Japan,12,12,Sin Dato
09/03/1962,452,Russia,86,86,Cargo Hold / Cabin / Cockpit Fires
09/04/1962,2100,USA,13,13,Cargo Hold / Cabin / Cockpit Fires
09/10/1962,1105,Bolivia,4,4,Engine Failures
09/10/1962,910,Czechoslovakia,34,11,Sin Dato
09/10/1962,1105,USA,44,44,Weather
09/18/1962,632,Russia,32,32,Sin Dato
09/20/1962,-1,Katanga,10,2,Shot Down
09/21/1962,-1,India,8,8,Sin Dato
09/23/1962,2100,Ocean,76,28,Cargo Hold / Cabin / Cockpit Fires
10/10/1962,1830,Canada,19,2,Cargo Hold / Cabin / Cockpit Fires
10/10/1962,857,Czechoslovakia,42,13,Sin Dato
10/12/1962,-1,Philippines,3,3,Sin Dato
10/12/1962,-1,Spain,18,18,Cargo Hold / Cabin / Cockpit Fires
10/19/1962,2052,USA,52,1,Sin Dato
10/25/1962,1033,Russia,11,11,Engine Failures
11/10/1962,1437,Vietnam,27,27,Sin Dato
11/19/1962,-1,Japan,4,4,Sin Dato
11/23/1962,1224,USA,18,18,Sin Dato
11/23/1962,-1,Principe,37,23,Weather
11/23/1962,1410,France,21,21,Engine Failures
11/26/1962,1209,Brazil,26,26,Sin Dato
11/27/1962,340,Peru,97,97,Sin Dato
11/30/1962,2145,USA,51,25,Weather
12/06/1962,1700,Colombia,26,24,Pilot Incapacitation
12/14/1962,219,Brazil,50,50,Unknown
12/14/1962,2212,USA,5,5,Pilot Incapacitation
12/19/1962,1930,Poland,33,33,Weather
12/20/1962,-1,Okinawa,12,12,Cargo Hold / Cabin / Cockpit Fires
12/22/1962,100,Brazil,40,1,Sin Dato
12/28/1962,1055,Netherlands,18,1,Engine Failures
12/29/1962,111,France,25,25,Sin Dato
01/14/1963,2338,USA,6,5,Weather
01/14/1963,841,Russia,25,12,Weather
01/15/1963,1612,Brazil,45,6,Cargo Hold / Cabin / Cockpit Fires
01/17/1963,1553,USA,3,3,Sin Dato
01/26/1963,-1,USA,2,1,Sin Dato
01/29/1963,2244,USA,8,8,Sin Dato
01/30/1963,200,USA,14,14,Sin Dato
02/01/1963,1715,Turkey,17,17,Sin Dato
02/03/1963,1207,USA,8,4,Sin Dato
02/08/1963,1737,Russia,7,7,Engine Failures
02/12/1963,1348,USA,43,43,Weather
02/25/1963,-1,Canada,4,4,Sin Dato
02/28/1963,2129,USA,26,0,Engine Failures
03/02/1963,1002,Philippines,27,27,Weather
03/05/1963,1935,Turkmenistan,54,12,Weather
03/05/1963,1820,USA,4,4,Weather
03/15/1963,540,Iran,4,4,Engine Failures
03/15/1963,1355,Peru,39,39,Weather
03/20/1963,323,Italy,18,18,Sin Dato
03/23/1963,1100,Japan,10,10,Sin Dato
03/30/1963,1837,Italy,11,11,Sin Dato
04/04/1963,430,Russia,67,67,Sin Dato
04/14/1963,1218,Norway,12,12,Sin Dato
05/03/1963,1940,Brazil,50,37,Cargo Hold / Cabin / Cockpit Fires
05/03/1963,1427,Cameroon,55,55,Sin Dato
05/12/1963,-1,Egypt,34,34,Weather
06/03/1963,1016,USA,101,101,Sin Dato
06/03/1963,1130,India,29,29,Sin Dato
06/10/1963,-1,Burma,20,20,Sin Dato
06/16/1963,1500,Chile,20,19,Sin Dato
06/16/1963,-1,Hungary,31,31,Sin Dato
06/23/1963,1200,Germany,47,38,Cargo Hold / Cabin / Cockpit Fires
07/01/1963,-1,Brazil,18,15,Weather
07/02/1963,1549,USA,43,7,Weather
07/03/1963,909,Zealand,23,23,Weather
07/13/1963,506,Russia,32,32,Sin Dato
07/15/1963,-1,Madagascar,12,6,Sin Dato
07/17/1963,-1,Laos,6,6,Weather
07/27/1963,150,India,63,63,Weather
08/04/1963,-1,Brazil,10,10,Sin Dato
08/10/1963,1636,Greenland,13,13,Weather
08/12/1963,1419,France,20,20,Weather
08/14/1963,1500,USA,2,1,Engine Failures
08/17/1963,1411,Japan,19,19,Sin Dato
08/21/1963,1215,Russia,52,0,Weather
08/24/1963,1053,Russia,32,32,Sin Dato
08/28/1963,1230,USA,11,11,Sin Dato
09/02/1963,-1,Laos,16,15,Sin Dato
09/04/1963,622,Switzerland,80,80,Weather
09/11/1963,400,India,18,18,Unknown
09/12/1963,30,France,40,40,Sin Dato
09/22/1963,-1,USA,10,10,Unknown
10/09/1963,-1,France,6,6,Sin Dato
10/14/1963,1133,USA,6,6,Cargo Hold / Cabin / Cockpit Fires
10/18/1963,-1,Egypt,31,31,Weather
10/20/1963,-1,Russia,7,7,Weather
10/22/1963,1040,UK,7,7,Engine Failures
11/08/1963,1759,Finland,24,22,Weather
11/29/1963,1833,Canada,118,118,Sin Dato
12/07/1963,1919,USA,3,3,Sin Dato
12/08/1963,2059,USA,81,81,Weather
12/12/1963,1445,Afghanistan,3,3,Sin Dato
12/15/1963,-1,Egypt,6,6,Sin Dato
12/17/1963,2341,USA,46,0,Weather
01/09/1964,950,Argentina,30,28,Cargo Hold / Cabin / Cockpit Fires
02/03/1964,2030,Turkey,3,3,Sin Dato
02/03/1964,800,USA,10,10,Pilot Incapacitation
02/04/1964,-1,Bolivia,29,2,Engine Failures
02/18/1964,1540,India,13,13,Sin Dato
02/21/1964,1600,Philippines,32,31,Sin Dato
02/25/1964,206,USA,58,58,Weather
02/27/1964,615,Japan,42,20,Cargo Hold / Cabin / Cockpit Fires
02/29/1964,1444,Austria,83,83,Sin Dato
03/01/1964,1129,USA,85,85,Sin Dato
03/04/1964,-1,India,22,22,Sin Dato
03/08/1964,2356,USA,30,1,Sin Dato
03/08/1964,1845,Colombia,28,28,Sin Dato
03/10/1964,822,USA,3,3,Sin Dato
03/12/1964,2050,USA,5,5,Sin Dato
03/20/1964,720,USA,3,3,Engine Failures
03/28/1964,2239,Italy,45,45,Weather
03/28/1964,600,Ocean,9,9,Cargo Hold / Cabin / Cockpit Fires
04/12/1964,-1,Somalia,15,15,Sin Dato
04/17/1964,1932,Arabia,49,49,Weather
04/17/1964,1514,USA,2,2,Sin Dato
04/18/1964,2053,USA,19,17,Sin Dato
05/07/1964,649,USA,44,44,Sin Dato
05/08/1964,2020,Peru,49,46,Weather
05/11/1964,-1,Spain,10,10,Unknown
05/11/1964,1920,Philippines,84,79,Sin Dato
05/20/1964,1000,Philippines,11,11,Weather
05/27/1964,1500,Brazil,3,3,Sin Dato
06/13/1964,-1,Arabia,2,2,Sin Dato
06/20/1964,1740,Taiwan,57,57,Engine Failures
06/21/1964,400,Spain,28,1,Engine Failures
07/08/1964,1210,USA,53,1,Weather
07/09/1964,1815,USA,39,39,Cargo Hold / Cabin / Cockpit Fires
07/15/1964,933,Germany,3,3,Sin Dato
07/16/1964,1829,USA,76,0,Pilot Incapacitation
07/31/1964,1652,USA,2,2,Pilot Incapacitation
08/22/1964,-1,Bolivia,4,4,Sin Dato
09/02/1964,2111,Russia,87,87,Sin Dato
09/04/1964,1900,Thailand,34,28,Sin Dato
09/04/1964,1634,Brazil,39,39,Unknown
09/15/1964,1751,Colombia,2,2,Sin Dato
10/02/1964,-1,Ethiopia,7,1,Sin Dato
10/02/1964,545,Spain,80,80,Unknown
10/09/1964,2026,Romania,32,32,Weather
10/19/1964,1135,Yugoslavia,33,33,Cargo Hold / Cabin / Cockpit Fires
10/27/1964,-1,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
11/03/1964,1110,USA,5,5,Sin Dato
11/15/1964,2025,USA,29,29,Weather
11/17/1964,1855,Canada,10,10,Sin Dato
11/20/1964,2114,Sweden,43,31,Sin Dato
11/23/1964,1409,Italy,73,50,Cargo Hold / Cabin / Cockpit Fires
11/29/1964,1920,Congo,14,6,Fuel Starvation
12/08/1964,1048,Bolivia,17,17,Sabotage / Hijacking
12/11/1964,-1,Vietnam,38,38,Cargo Hold / Cabin / Cockpit Fires
12/21/1964,1840,Philippines,39,1,Weather
12/24/1964,-1,Peru,23,1,Sin Dato
12/24/1964,31,USA,3,3,Weather
12/29/1964,-1,Rica,5,5,Sin Dato
12/30/1964,214,USA,4,4,Sin Dato
01/02/1965,957,Russia,24,24,Fuel Starvation
01/03/1965,2103,Kazakhstan,103,64,Sin Dato
01/16/1965,930,USA,7,7,Engine Failures
01/17/1965,900,Mexico,10,10,Cargo Hold / Cabin / Cockpit Fires
01/22/1965,-1,Greece,10,10,Weather
02/06/1965,836,Chile,87,87,Sin Dato
02/08/1965,1826,USA,84,84,Sin Dato
02/13/1965,1022,Azerbaijan,23,23,Sin Dato
02/13/1965,420,USA,2,2,Engine Failures
03/02/1965,745,Russia,31,31,Sin Dato
03/08/1965,1135,Russia,30,30,Engine Failures
03/08/1965,1030,Philippines,12,10,Cargo Hold / Cabin / Cockpit Fires
03/17/1965,922,Canada,8,8,Sin Dato
03/18/1965,1810,Canada,2,2,Sin Dato
03/20/1965,1313,Russia,47,43,Cargo Hold / Cabin / Cockpit Fires
03/22/1965,1455,Colombia,28,28,Sin Dato
03/23/1965,-1,Rico,16,16,Sin Dato
03/26/1965,-1,Pakistan,26,22,Sin Dato
03/31/1965,804,Morocco,53,50,Engine Failures
04/10/1965,2320,Syria,54,54,Sin Dato
04/14/1965,1806,UK,27,26,Weather
04/23/1965,1423,USA,5,5,Sin Dato
05/05/1965,2117,Islands,49,30,Sin Dato
05/20/1965,2348,Egypt,127,121,Unknown
05/27/1965,-1,Canada,5,3,Sin Dato
06/15/1965,950,USA,18,18,Sin Dato
06/25/1965,146,USA,85,85,Unknown
06/28/1965,1310,USA,153,0,Engine Failures
07/01/1965,529,USA,66,0,Sin Dato
07/06/1965,1600,UK,41,41,Engine Failures
07/07/1965,130,Egypt,31,30,Cargo Hold / Cabin / Cockpit Fires
07/08/1965,1540,Canada,52,52,Sin Dato
07/11/1965,2222,USA,19,16,Cargo Hold / Cabin / Cockpit Fires
07/15/1965,1705,Islands,12,8,Sin Dato
07/25/1965,740,Philippines,37,37,Cargo Hold / Cabin / Cockpit Fires
08/04/1965,2334,Panama,7,7,Cargo Hold / Cabin / Cockpit Fires
08/12/1965,1100,Brazil,13,13,Cargo Hold / Cabin / Cockpit Fires
08/16/1965,2021,USA,30,30,Sin Dato
08/20/1965,1308,Belgium,4,4,Sin Dato
08/24/1965,1010,Kong,72,59,Pilot Incapacitation
09/04/1965,940,USA,5,4,Pilot Incapacitation
09/11/1965,1625,Phillipines,11,11,Sin Dato
09/14/1965,-1,Ethiopia,17,17,Sin Dato
09/16/1965,-1,Vietnam,39,38,Cargo Hold / Cabin / Cockpit Fires
09/16/1965,1102,Ecuador,11,9,Sin Dato
09/17/1965,1125,Montserrat,30,30,Sin Dato
09/27/1965,1510,Vietnam,3,3,Sin Dato
10/08/1965,630,Pakistan,4,4,Sin Dato
10/17/1965,-1,Colombia,19,19,Sin Dato
10/18/1965,1630,Vietnam,13,13,Cargo Hold / Cabin / Cockpit Fires
10/20/1965,1033,Philippines,37,1,Sin Dato
10/27/1965,123,UK,36,36,Pilot Incapacitation
11/02/1965,-1,Somaliland,30,30,Sin Dato
11/03/1965,730,Rica,68,68,Cargo Hold / Cabin / Cockpit Fires
11/08/1965,1902,USA,62,58,Sin Dato
11/08/1965,1225,Colombia,30,30,Sin Dato
11/10/1965,1557,Russia,64,32,Sin Dato
11/11/1965,1752,USA,91,43,Cargo Hold / Cabin / Cockpit Fires
11/14/1965,1721,USA,8,8,Sin Dato
11/27/1965,715,USA,13,13,Weather
12/04/1965,1618,USA,112,4,Sin Dato
12/07/1965,1840,Islands,32,32,Sin Dato
12/11/1965,1500,Vietnam,85,85,Cargo Hold / Cabin / Cockpit Fires
12/16/1965,1722,Philippines,21,2,Engine Failures
01/01/1966,-1,Indonesia,34,34,Sin Dato
01/01/1966,530,Russia,23,23,Engine Failures
01/09/1966,1822,Colombia,11,11,Unknown
01/14/1966,1507,Uzbekistan,11,11,Sin Dato
01/15/1966,2055,Colombia,64,56,Engine Failures
01/17/1966,1030,Spain,11,7,Fuel Starvation
01/22/1966,-1,Haiti,35,30,Sin Dato
01/24/1966,802,Switzerland,117,117,Sin Dato
01/25/1966,1015,Vietnam,46,46,Cargo Hold / Cabin / Cockpit Fires
01/28/1966,1750,Germany,46,46,Weather
02/04/1966,1900,Japan,133,133,Sin Dato
02/07/1966,1155,India,37,37,Weather
02/15/1966,-1,India,80,2,Weather
02/16/1966,138,Russia,66,21,Weather
02/16/1966,1635,Russia,26,26,Cargo Hold / Cabin / Cockpit Fires
02/18/1966,204,Italy,4,4,Sin Dato
03/04/1966,2015,Japan,72,64,Weather
03/05/1966,1415,Japan,124,124,Weather
03/10/1966,-1,Greece,5,5,Sin Dato
03/10/1966,1714,USA,7,6,Pilot Incapacitation
03/18/1966,1840,Egypt,30,30,Weather
03/20/1966,-1,Paraguay,2,2,Sin Dato
04/22/1966,2030,USA,98,83,Weather
04/23/1966,803,Azerbaijan,33,33,Engine Failures
04/27/1966,805,Peru,49,49,Pilot Incapacitation
05/04/1966,800,Vietnam,20,20,Engine Failures
06/20/1966,-1,Canada,2,2,Sin Dato
06/29/1966,1204,Philippines,26,24,Weather
07/04/1966,1559,Zealand,5,2,Engine Failures
07/11/1966,-1,Chile,8,8,Sin Dato
07/11/1966,2050,USA,3,3,Weather
07/15/1966,-1,Pakistan,10,10,Sin Dato
07/24/1966,1827,USA,4,4,Fuel Starvation
08/03/1966,-1,Bolivia,3,3,Sin Dato
08/06/1966,2312,USA,42,42,Weather
08/11/1966,-1,Romania,24,24,Sin Dato
08/17/1966,1830,Argentina,16,1,Fuel Starvation
08/17/1966,-1,Vietnam,1,0,Engine Failures
08/21/1966,1035,USA,9,9,Sin Dato
09/01/1966,47,Yugoslavia,117,98,Sin Dato
09/04/1966,-1,Indian,4,4,Engine Failures
09/16/1966,825,Spain,27,1,Engine Failures
09/22/1966,315,Colombia,2,2,Engine Failures
09/22/1966,1303,Australia,24,24,Cargo Hold / Cabin / Cockpit Fires
10/01/1966,1910,USA,18,18,Unknown
10/04/1966,-1,Vietnam,32,14,Sin Dato
10/08/1966,1330,USA,11,11,Sin Dato
11/11/1966,143,USA,19,19,Engine Failures
11/13/1966,2030,Japan,50,50,Sin Dato
11/15/1966,242,Germany,3,3,Unknown
11/20/1966,606,USA,3,3,Sin Dato
11/22/1966,1220,Yemen,30,30,Sin Dato
11/24/1966,1630,Czechoslovakia,82,82,Sin Dato
11/26/1966,1920,Vietnam,31,31,Cargo Hold / Cabin / Cockpit Fires
11/26/1966,1424,Colombia,13,12,Engine Failures
12/02/1966,-1,Russia,21,21,Weather
12/18/1966,255,Colombia,59,17,Pilot Incapacitation
12/24/1966,956,Colombia,29,29,Pilot Incapacitation
12/24/1966,1915,Vietnam,4,4,Weather
02/06/1967,-1,Syria,19,1,Weather
02/07/1967,-1,Uar,30,30,Sin Dato
02/09/1967,515,Mexico,10,10,Pilot Incapacitation
02/16/1967,1321,Indonesia,63,22,Sin Dato
02/20/1967,845,Honduras,55,4,Cargo Hold / Cabin / Cockpit Fires
02/28/1967,1918,Philippines,20,12,Sin Dato
03/05/1967,2007,USA,38,38,Sin Dato
03/05/1967,256,Liberia,90,51,Sin Dato
03/08/1967,-1,Pakistan,6,4,Engine Failures
03/09/1967,1154,USA,26,26,Sin Dato
03/10/1967,1620,Vietnam,25,25,Sin Dato
03/10/1967,503,USA,4,4,Sin Dato
03/11/1967,1600,Italy,5,4,Weather
03/12/1967,1428,Russia,19,15,Cargo Hold / Cabin / Cockpit Fires
03/13/1967,1710,Africa,25,25,Sin Dato
03/30/1967,50,USA,6,6,Engine Failures
04/02/1967,-1,Peru,5,5,Sin Dato
04/11/1967,2014,Algeria,39,35,Unknown
04/17/1967,1740,Iran,23,23,Weather
04/20/1967,113,Cyprus,130,126,Sin Dato
04/26/1967,-1,Colombia,18,17,Engine Failures
04/27/1967,1710,Philippines,21,19,Sin Dato
05/01/1967,1620,USA,14,3,Sin Dato
05/15/1967,-1,Canada,4,4,Sin Dato
05/19/1967,1837,Canada,3,3,Sin Dato
06/03/1967,2306,France,88,88,Sin Dato
06/04/1967,1009,UK,84,72,Fuel Starvation
06/11/1967,-1,Arabia,18,17,Sin Dato
06/12/1967,-1,Mexico,4,3,Engine Failures
06/12/1967,1758,Ireland,2,2,Engine Failures
06/15/1967,500,Brazil,25,20,Fuel Starvation
06/17/1967,1930,Vietnam,56,35,Cargo Hold / Cabin / Cockpit Fires
06/23/1967,1347,USA,34,34,Cargo Hold / Cabin / Cockpit Fires
06/23/1967,900,USA,35,22,Sin Dato
06/24/1967,-1,Arabia,17,16,Sin Dato
06/30/1967,1610,Kong,80,24,Pilot Incapacitation
07/06/1967,1843,Philippines,21,21,Pilot Incapacitation
07/19/1967,1101,USA,82,82,Design Flaws
07/19/1967,1201,Republic,42,42,Weather
07/25/1967,1030,Laos,16,16,Weather
07/25/1967,-1,Laos,18,18,Sin Dato
09/05/1967,240,Canada,69,37,Cargo Hold / Cabin / Cockpit Fires
10/08/1967,940,Vietnam,23,23,Sin Dato
10/12/1967,725,Greece,66,66,Sin Dato
10/24/1967,-1,Vietnam,16,16,Sin Dato
11/03/1967,1130,Brazil,25,21,Sin Dato
11/04/1967,2202,UK,37,37,Cargo Hold / Cabin / Cockpit Fires
11/05/1967,1035,China,127,1,Sin Dato
11/06/1967,1841,USA,36,1,Cargo Hold / Cabin / Cockpit Fires
11/16/1967,2103,Russia,107,107,Sin Dato
11/20/1967,2057,USA,82,70,Sin Dato
11/30/1967,1430,Vietnam,26,26,Weather
12/07/1967,-1,Laos,12,10,Sin Dato
12/08/1967,-1,Peru,72,72,Sin Dato
12/10/1967,1525,USA,8,7,Weather
12/21/1967,1600,USA,2,2,Sin Dato
12/25/1967,1349,Thailand,31,4,Weather
12/30/1967,828,Latvia,51,44,Engine Failures
01/06/1968,1827,Russia,46,45,Sin Dato
01/08/1968,1700,Vietnam,42,42,Sin Dato
01/10/1968,1400,USA,19,19,Weather
01/15/1968,754,Egypt,4,4,Weather
01/27/1968,-1,Islands,16,15,Sin Dato
02/07/1968,558,Canada,61,1,Weather
02/07/1968,1500,India,102,102,Unknown
02/16/1968,2120,Taiwan,63,21,Sin Dato
02/24/1968,-1,Laos,37,37,Engine Failures
02/29/1968,2243,Russia,84,83,Fuel Starvation
03/05/1968,800,Vietnam,49,49,Cargo Hold / Cabin / Cockpit Fires
03/06/1968,2032,Indies,63,63,Sin Dato
03/08/1968,1918,Philippines,14,14,Weather
03/09/1968,2317,Reunion,20,19,Sin Dato
03/24/1968,1059,Ireland,61,61,Bird Strikes
03/27/1968,1757,USA,51,2,Fuel Starvation
03/27/1968,1031,Russia,2,2,Sin Dato
04/08/1968,1535,UK,127,5,Cargo Hold / Cabin / Cockpit Fires
04/08/1968,-1,Chile,36,36,Weather
04/10/1968,-1,Mexico,18,18,Sin Dato
04/19/1968,1045,Vietnam,26,26,Sin Dato
04/20/1968,2050,Namibia,128,123,Sin Dato
04/30/1968,-1,Pakistan,22,22,Weather
05/03/1968,1548,USA,85,85,Weather
05/12/1968,720,Vietnam,155,155,Cargo Hold / Cabin / Cockpit Fires
05/22/1968,1651,USA,23,23,Cargo Hold / Cabin / Cockpit Fires
05/28/1968,244,India,29,29,Sin Dato
06/12/1968,58,India,63,6,Cargo Hold / Cabin / Cockpit Fires
06/18/1968,1650,Spain,6,6,Sin Dato
06/25/1968,730,Vietnam,29,29,Sin Dato
06/28/1968,1246,USA,27,1,Sin Dato
07/03/1968,-1,UK,8,6,Cargo Hold / Cabin / Cockpit Fires
07/08/1968,-1,Arabia,11,11,Weather
07/13/1968,-1,Nigeria,7,7,Sin Dato
07/15/1968,-1,Brazil,3,3,Sin Dato
07/18/1968,-1,Chili,5,5,Sin Dato
08/02/1968,1406,Italy,95,13,Sin Dato
08/04/1968,848,USA,15,3,Sin Dato
08/09/1968,1305,Germany,48,48,Sin Dato
08/10/1968,757,USA,37,35,Weather
08/14/1968,935,USA,21,21,Sin Dato
08/18/1968,920,Egypt,40,40,Unknown
08/20/1968,130,Venezuela,7,4,Engine Failures
08/31/1968,-1,Norway,6,5,Cargo Hold / Cabin / Cockpit Fires
09/03/1968,2030,Bulgaria,89,47,Sin Dato
09/08/1968,1455,USA,9,2,Sin Dato
09/11/1968,1034,France,95,95,Cargo Hold / Cabin / Cockpit Fires
09/28/1968,-1,Nigeria,57,57,Cargo Hold / Cabin / Cockpit Fires
10/08/1968,837,Rica,10,10,Sin Dato
